Patch ID,height,width,aspect_ratio,density,horizontal_transitions,vertical_transitions,variation_of_height,width_variation,num_components,max_component_size,max_run_length,avg_run_length,points_in_convex_hull,gabor_mean_0,gabor_std_0,gabor_mean_1,gabor_std_1,gabor_mean_2,gabor_std_2,gabor_mean_3,gabor_std_3
0,292,420,1.4383561643835616,0.010367236696809622,21.223529411764705,13.670588235294117,42.821050131876696,0.0,1,2779,420,8.907051282051283,4,7.398662965947414,41.167481399267444,6.595905333213955,39.29134399764008,7.099468021607425,40.65305992101724,6.683748918136509,39.55964509530945
1,2,13,6.5,5.222789267914167e-05,2.007843137254902,0.050980392156862744,0.761507083416465,0.08247667519720751,1,14,13,7.0,3,0.11929596800668517,4.8916839092899504,0.14511893037275794,5.456855658724926,0.1507893872922076,5.558687817749043,0.12223938281553108,5.051431241145872
2,292,329,1.1267123287671232,0.02427477840451249,510.956862745098,512.8039215686274,50.76696157260835,0.0,1,6507,318,12.783889980353635,8,13.53544035574656,55.45783396611461,13.887754797504998,56.00123389589677,15.933353478377652,60.08574897827133,14.090399021100069,56.46399966497156
3,141,219,1.553191489361702,0.02400617781359119,556.1725490196078,538.1019607843137,93.19936228144405,0.49970670699854347,1,6435,71,11.615523465703971,30,14.653956635926821,57.35659211936523,14.264112722714657,56.40301165040153,14.3491397319963,56.6823758910836,16.957523800996807,60.54468195489727
4,116,17,0.14655172413793102,0.0032157459635300087,117.45882352941176,26.101960784313725,3.960602742663574,0.4893307150545685,1,862,10,7.367521367521367,13,1.980701793655057,21.638401017916053,2.527464410421703,24.189279960050776,2.961370012236249,26.133129337302957,2.1074253141134687,22.264214112090375
5,128,128,1.0,0.016380905482436505,330.2901960784314,442.7294117647059,47.73381431921649,0.49618548702122833,1,4391,62,13.346504559270517,27,10.708333333333334,49.45010662403702,11.4047810905184,50.7109980172484,8.818019369087056,45.093911211437224,9.893570746411198,47.50294723771129
6,3,125,41.666666666666664,0.0010594801086340167,15.058823529411764,125.0,12.052266624737854,0.10083857441325654,1,284,125,18.933333333333334,6,1.1132263407646164,15.883772108196668,1.0397342346375384,15.479592149571024,0.9256349419524279,14.80190339359692,1.0816060823111588,15.784814033001036
